"Step","B2-NoAugmentation_run - train_loss_step","B2-NoAugmentation_run - train_loss_step__MIN","B2-NoAugmentation_run - train_loss_step__MAX","B2-MaxPool_run - train_loss_step","B2-MaxPool_run - train_loss_step__MIN","B2-MaxPool_run - train_loss_step__MAX","B2-LowLR_run - train_loss_step","B2-LowLR_run - train_loss_step__MIN","B2-LowLR_run - train_loss_step__MAX","B2-HighLR_run - train_loss_step","B2-HighLR_run - train_loss_step__MIN","B2-HighLR_run - train_loss_step__MAX","B2-No-BatchNorm_run - train_loss_step","B2-No-BatchNorm_run - train_loss_step__MIN","B2-No-BatchNorm_run - train_loss_step__MAX","B2-No-DropConnect_run - train_loss_step","B2-No-DropConnect_run - train_loss_step__MIN","B2-No-DropConnect_run - train_loss_step__MAX","B2-No-Swish_run - train_loss_step","B2-No-Swish_run - train_loss_step__MIN","B2-No-Swish_run - train_loss_step__MAX","B2-No-SE_run - train_loss_step","B2-No-SE_run - train_loss_step__MIN","B2-No-SE_run - train_loss_step__MAX","EfficientNet-B2_run - train_loss_step","EfficientNet-B2_run - train_loss_step__MIN","EfficientNet-B2_run - train_loss_step__MAX","EfficientNet-B1_run - train_loss_step","EfficientNet-B1_run - train_loss_step__MIN","EfficientNet-B1_run - train_loss_step__MAX","EfficientNet-B0_run - train_loss_step","EfficientNet-B0_run - train_loss_step__MIN","EfficientNet-B0_run - train_loss_step__MAX"
"730","1.5157794952392578","1.5157794952392578","1.5157794952392578","3.322113037109375","3.322113037109375","3.322113037109375","3.0483169555664062","3.0483169555664062","3.0483169555664062","3.485107421875","3.485107421875","3.485107421875","2.485137939453125","2.485137939453125","2.485137939453125","2.415193557739258","2.415193557739258","2.415193557739258","2.89892578125","2.89892578125","2.89892578125","2.76458740234375","2.76458740234375","2.76458740234375","2.9046707153320312","2.9046707153320312","2.9046707153320312","1.6362749338150024","1.6362749338150024","1.6362749338150024","1.200008511543274","1.200008511543274","1.200008511543274"
"740","1.9461593627929688","1.9461593627929688","1.9461593627929688","3.637481689453125","3.637481689453125","3.637481689453125","3.1715240478515625","3.1715240478515625","3.1715240478515625","3.527984619140625","3.527984619140625","3.527984619140625","2.8731689453125","2.8731689453125","2.8731689453125","2.437732696533203","2.437732696533203","2.437732696533203","2.7176666259765625","2.7176666259765625","2.7176666259765625","2.6266632080078125","2.6266632080078125","2.6266632080078125","2.903291702270508","2.903291702270508","2.903291702270508","1.8961200714111328","1.8961200714111328","1.8961200714111328","1.2182698249816895","1.2182698249816895","1.2182698249816895"
"750","2.085132598876953","2.085132598876953","2.085132598876953","3.44720458984375","3.44720458984375","3.44720458984375","3.4798126220703125","3.4798126220703125","3.4798126220703125","3.351165771484375","3.351165771484375","3.351165771484375","2.5588302612304688","2.5588302612304688","2.5588302612304688","2.32550048828125","2.32550048828125","2.32550048828125","2.8467254638671875","2.8467254638671875","2.8467254638671875","2.666706085205078","2.666706085205078","2.666706085205078","3.0646896362304688","3.0646896362304688","3.0646896362304688","1.6424471139907837","1.6424471139907837","1.6424471139907837","1.2303701639175415","1.2303701639175415","1.2303701639175415"
"760","1.6221199035644531","1.6221199035644531","1.6221199035644531","3.535675048828125","3.535675048828125","3.535675048828125","3.1251983642578125","3.1251983642578125","3.1251983642578125","3.2611236572265625","3.2611236572265625","3.2611236572265625","2.7907371520996094","2.7907371520996094","2.7907371520996094","2.3922853469848633","2.3922853469848633","2.3922853469848633","2.7834854125976562","2.7834854125976562","2.7834854125976562","2.487213134765625","2.487213134765625","2.487213134765625","2.8348312377929688","2.8348312377929688","2.8348312377929688","1.5927455425262451","1.5927455425262451","1.5927455425262451","1.335435152053833","1.335435152053833","1.335435152053833"
"770","1.6188068389892578","1.6188068389892578","1.6188068389892578","3.665557861328125","3.665557861328125","3.665557861328125","3.218963623046875","3.218963623046875","3.218963623046875","3.42156982421875","3.42156982421875","3.42156982421875","2.4127044677734375","2.4127044677734375","2.4127044677734375","2.5271835327148438","2.5271835327148438","2.5271835327148438","2.6758651733398438","2.6758651733398438","2.6758651733398438","2.6382265090942383","2.6382265090942383","2.6382265090942383","2.7734527587890625","2.7734527587890625","2.7734527587890625","1.8381633758544922","1.8381633758544922","1.8381633758544922","1.3165162801742554","1.3165162801742554","1.3165162801742554"
"780","1.722085952758789","1.722085952758789","1.722085952758789","3.5626373291015625","3.5626373291015625","3.5626373291015625","3.1019439697265625","3.1019439697265625","3.1019439697265625","3.2295150756835938","3.2295150756835938","3.2295150756835938","2.6878433227539062","2.6878433227539062","2.6878433227539062","2.4961795806884766","2.4961795806884766","2.4961795806884766","2.6978225708007812","2.6978225708007812","2.6978225708007812","2.7238693237304688","2.7238693237304688","2.7238693237304688","3.042999267578125","3.042999267578125","3.042999267578125","1.7717220783233643","1.7717220783233643","1.7717220783233643","1.3351821899414062","1.3351821899414062","1.3351821899414062"
"790","1.553213119506836","1.553213119506836","1.553213119506836","3.532257080078125","3.532257080078125","3.532257080078125","3.2011566162109375","3.2011566162109375","3.2011566162109375","3.293487548828125","3.293487548828125","3.293487548828125","2.546581268310547","2.546581268310547","2.546581268310547","2.4260215759277344","2.4260215759277344","2.4260215759277344","2.7700271606445312","2.7700271606445312","2.7700271606445312","2.6171188354492188","2.6171188354492188","2.6171188354492188","2.8880844116210938","2.8880844116210938","2.8880844116210938","1.483912706375122","1.483912706375122","1.483912706375122","1.1693079471588135","1.1693079471588135","1.1693079471588135"
"800","1.9726619720458984","1.9726619720458984","1.9726619720458984","3.3980255126953125","3.3980255126953125","3.3980255126953125","3.25079345703125","3.25079345703125","3.25079345703125","3.2870330810546875","3.2870330810546875","3.2870330810546875","2.580995559692383","2.580995559692383","2.580995559692383","2.84814453125","2.84814453125","2.84814453125","2.754150390625","2.754150390625","2.754150390625","2.5725021362304688","2.5725021362304688","2.5725021362304688","2.9313201904296875","2.9313201904296875","2.9313201904296875","1.7440637350082397","1.7440637350082397","1.7440637350082397","1.3494696617126465","1.3494696617126465","1.3494696617126465"
"810","1.7001152038574219","1.7001152038574219","1.7001152038574219","3.4686431884765625","3.4686431884765625","3.4686431884765625","3.331634521484375","3.331634521484375","3.331634521484375","3.2958831787109375","3.2958831787109375","3.2958831787109375","2.4359512329101562","2.4359512329101562","2.4359512329101562","2.618610382080078","2.618610382080078","2.618610382080078","2.8149642944335938","2.8149642944335938","2.8149642944335938","2.501692295074463","2.501692295074463","2.501692295074463","2.825286865234375","2.825286865234375","2.825286865234375","1.6259770393371582","1.6259770393371582","1.6259770393371582","1.3162094354629517","1.3162094354629517","1.3162094354629517"
"820","1.5283823013305664","1.5283823013305664","1.5283823013305664","3.57391357421875","3.57391357421875","3.57391357421875","3.083587646484375","3.083587646484375","3.083587646484375","3.28497314453125","3.28497314453125","3.28497314453125","2.6285247802734375","2.6285247802734375","2.6285247802734375","2.4379653930664062","2.4379653930664062","2.4379653930664062","2.6683807373046875","2.6683807373046875","2.6683807373046875","2.66851806640625","2.66851806640625","2.66851806640625","2.68963623046875","2.68963623046875","2.68963623046875","1.5526851415634155","1.5526851415634155","1.5526851415634155","1.0214329957962036","1.0214329957962036","1.0214329957962036"
"830","1.448873519897461","1.448873519897461","1.448873519897461","3.58917236328125","3.58917236328125","3.58917236328125","2.9654541015625","2.9654541015625","2.9654541015625","3.3902435302734375","3.3902435302734375","3.3902435302734375","2.554637908935547","2.554637908935547","2.554637908935547","2.1894454956054688","2.1894454956054688","2.1894454956054688","3.0340194702148438","3.0340194702148438","3.0340194702148438","2.5318679809570312","2.5318679809570312","2.5318679809570312","2.771289825439453","2.771289825439453","2.771289825439453","1.628119945526123","1.628119945526123","1.628119945526123","1.2782930135726929","1.2782930135726929","1.2782930135726929"
"840","1.370844841003418","1.370844841003418","1.370844841003418","3.6025848388671875","3.6025848388671875","3.6025848388671875","3.188140869140625","3.188140869140625","3.188140869140625","3.3238677978515625","3.3238677978515625","3.3238677978515625","2.4762725830078125","2.4762725830078125","2.4762725830078125","2.1845579147338867","2.1845579147338867","2.1845579147338867","2.6846084594726562","2.6846084594726562","2.6846084594726562","2.7139511108398438","2.7139511108398438","2.7139511108398438","2.7171096801757812","2.7171096801757812","2.7171096801757812","1.3941673040390015","1.3941673040390015","1.3941673040390015","1.0432021617889404","1.0432021617889404","1.0432021617889404"
"850","1.6555359363555908","1.6555359363555908","1.6555359363555908","3.463287353515625","3.463287353515625","3.463287353515625","3.223114013671875","3.223114013671875","3.223114013671875","3.1349334716796875","3.1349334716796875","3.1349334716796875","2.3521995544433594","2.3521995544433594","2.3521995544433594","2.2760581970214844","2.2760581970214844","2.2760581970214844","2.7401657104492188","2.7401657104492188","2.7401657104492188","2.278881072998047","2.278881072998047","2.278881072998047","2.7301979064941406","2.7301979064941406","2.7301979064941406","1.5373512506484985","1.5373512506484985","1.5373512506484985","1.2368284463882446","1.2368284463882446","1.2368284463882446"
"860","1.3383771181106567","1.3383771181106567","1.3383771181106567","3.5271453857421875","3.5271453857421875","3.5271453857421875","3.125213623046875","3.125213623046875","3.125213623046875","3.4039154052734375","3.4039154052734375","3.4039154052734375","2.4883956909179688","2.4883956909179688","2.4883956909179688","2.222553253173828","2.222553253173828","2.222553253173828","2.7501068115234375","2.7501068115234375","2.7501068115234375","2.7905006408691406","2.7905006408691406","2.7905006408691406","2.6682357788085938","2.6682357788085938","2.6682357788085938","1.4338051080703735","1.4338051080703735","1.4338051080703735","1.1360068321228027","1.1360068321228027","1.1360068321228027"
"870","1.6046839952468872","1.6046839952468872","1.6046839952468872","3.431594133377075","3.431594133377075","3.431594133377075","3.0531063079833984","3.0531063079833984","3.0531063079833984","3.1822452545166016","3.1822452545166016","3.1822452545166016","2.123814105987549","2.123814105987549","2.123814105987549","2.6575636863708496","2.6575636863708496","2.6575636863708496","2.815941333770752","2.815941333770752","2.815941333770752","2.3086867332458496","2.3086867332458496","2.3086867332458496","2.8773715496063232","2.8773715496063232","2.8773715496063232","1.6981492042541504","1.6981492042541504","1.6981492042541504","1.269003987312317","1.269003987312317","1.269003987312317"
"880","1.1660494804382324","1.1660494804382324","1.1660494804382324","3.5220489501953125","3.5220489501953125","3.5220489501953125","3.03466796875","3.03466796875","3.03466796875","3.3452911376953125","3.3452911376953125","3.3452911376953125","2.393665313720703","2.393665313720703","2.393665313720703","1.8882637023925781","1.8882637023925781","1.8882637023925781","2.5889205932617188","2.5889205932617188","2.5889205932617188","2.370798110961914","2.370798110961914","2.370798110961914","2.560269355773926","2.560269355773926","2.560269355773926","1.3181806802749634","1.3181806802749634","1.3181806802749634","1.000335931777954","1.000335931777954","1.000335931777954"
"890","1.4342427253723145","1.4342427253723145","1.4342427253723145","3.3873748779296875","3.3873748779296875","3.3873748779296875","2.9907684326171875","2.9907684326171875","2.9907684326171875","3.2473602294921875","3.2473602294921875","3.2473602294921875","2.2238540649414062","2.2238540649414062","2.2238540649414062","2.1612815856933594","2.1612815856933594","2.1612815856933594","2.5960311889648438","2.5960311889648438","2.5960311889648438","2.3365001678466797","2.3365001678466797","2.3365001678466797","2.8922996520996094","2.8922996520996094","2.8922996520996094","1.1792247295379639","1.1792247295379639","1.1792247295379639","1.0702636241912842","1.0702636241912842","1.0702636241912842"
"900","1.3035697937011719","1.3035697937011719","1.3035697937011719","3.7239532470703125","3.7239532470703125","3.7239532470703125","2.9949188232421875","2.9949188232421875","2.9949188232421875","3.1601715087890625","3.1601715087890625","3.1601715087890625","2.5947189331054688","2.5947189331054688","2.5947189331054688","1.97821044921875","1.97821044921875","1.97821044921875","2.8192977905273438","2.8192977905273438","2.8192977905273438","2.3622169494628906","2.3622169494628906","2.3622169494628906","2.75946044921875","2.75946044921875","2.75946044921875","1.244202733039856","1.244202733039856","1.244202733039856","0.9624330997467041","0.9624330997467041","0.9624330997467041"
"910","1.6068296432495117","1.6068296432495117","1.6068296432495117","3.285614013671875","3.285614013671875","3.285614013671875","3.1893463134765625","3.1893463134765625","3.1893463134765625","3.3670196533203125","3.3670196533203125","3.3670196533203125","2.333385467529297","2.333385467529297","2.333385467529297","2.135265350341797","2.135265350341797","2.135265350341797","2.5867843627929688","2.5867843627929688","2.5867843627929688","2.3859176635742188","2.3859176635742188","2.3859176635742188","2.6058197021484375","2.6058197021484375","2.6058197021484375","1.0299549102783203","1.0299549102783203","1.0299549102783203","1.0898158550262451","1.0898158550262451","1.0898158550262451"
"920","1.3555049896240234","1.3555049896240234","1.3555049896240234","3.348236083984375","3.348236083984375","3.348236083984375","3.162628173828125","3.162628173828125","3.162628173828125","3.0625152587890625","3.0625152587890625","3.0625152587890625","2.2057342529296875","2.2057342529296875","2.2057342529296875","2.0233001708984375","2.0233001708984375","2.0233001708984375","2.6399917602539062","2.6399917602539062","2.6399917602539062","2.139188766479492","2.139188766479492","2.139188766479492","2.63916015625","2.63916015625","2.63916015625","1.5606944561004639","1.5606944561004639","1.5606944561004639","1.0169974565505981","1.0169974565505981","1.0169974565505981"
"930","0.9880720376968384","0.9880720376968384","0.9880720376968384","3.2763214111328125","3.2763214111328125","3.2763214111328125","3.1759490966796875","3.1759490966796875","3.1759490966796875","3.134796142578125","3.134796142578125","3.134796142578125","2.5399093627929688","2.5399093627929688","2.5399093627929688","2.093266010284424","2.093266010284424","2.093266010284424","2.7015151977539062","2.7015151977539062","2.7015151977539062","2.5024261474609375","2.5024261474609375","2.5024261474609375","2.415116310119629","2.415116310119629","2.415116310119629","1.254469394683838","1.254469394683838","1.254469394683838","1.0120606422424316","1.0120606422424316","1.0120606422424316"
"940","1.154561996459961","1.154561996459961","1.154561996459961","3.5301513671875","3.5301513671875","3.5301513671875","2.9094161987304688","2.9094161987304688","2.9094161987304688","3.314666748046875","3.314666748046875","3.314666748046875","2.16473388671875","2.16473388671875","2.16473388671875","2.6428985595703125","2.6428985595703125","2.6428985595703125","2.436962127685547","2.436962127685547","2.436962127685547","2.379148483276367","2.379148483276367","2.379148483276367","2.823699951171875","2.823699951171875","2.823699951171875","1.3603336811065674","1.3603336811065674","1.3603336811065674","0.9122501015663147","0.9122501015663147","0.9122501015663147"
"950","0.8900728225708008","0.8900728225708008","0.8900728225708008","3.45281982421875","3.45281982421875","3.45281982421875","3.0480194091796875","3.0480194091796875","3.0480194091796875","3.0613555908203125","3.0613555908203125","3.0613555908203125","2.204570770263672","2.204570770263672","2.204570770263672","1.9835290908813477","1.9835290908813477","1.9835290908813477","2.7477035522460938","2.7477035522460938","2.7477035522460938","2.5542526245117188","2.5542526245117188","2.5542526245117188","2.6798324584960938","2.6798324584960938","2.6798324584960938","1.1680997610092163","1.1680997610092163","1.1680997610092163","1.0425643920898438","1.0425643920898438","1.0425643920898438"
"960","1.0773611068725586","1.0773611068725586","1.0773611068725586","3.393890380859375","3.393890380859375","3.393890380859375","3.081146240234375","3.081146240234375","3.081146240234375","3.3602142333984375","3.3602142333984375","3.3602142333984375","2.29510498046875","2.29510498046875","2.29510498046875","2.083395004272461","2.083395004272461","2.083395004272461","2.460010528564453","2.460010528564453","2.460010528564453","2.317981719970703","2.317981719970703","2.317981719970703","2.7855262756347656","2.7855262756347656","2.7855262756347656","1.0286346673965454","1.0286346673965454","1.0286346673965454","0.9260762333869934","0.9260762333869934","0.9260762333869934"
"970","1.1024956703186035","1.1024956703186035","1.1024956703186035","3.4979095458984375","3.4979095458984375","3.4979095458984375","3.3067626953125","3.3067626953125","3.3067626953125","3.356964111328125","3.356964111328125","3.356964111328125","2.041219711303711","2.041219711303711","2.041219711303711","2.328486442565918","2.328486442565918","2.328486442565918","2.881643295288086","2.881643295288086","2.881643295288086","2.589874267578125","2.589874267578125","2.589874267578125","2.848125457763672","2.848125457763672","2.848125457763672","1.2543431520462036","1.2543431520462036","1.2543431520462036","0.8138000965118408","0.8138000965118408","0.8138000965118408"
"980","1.32977294921875","1.32977294921875","1.32977294921875","3.6531982421875","3.6531982421875","3.6531982421875","3.1204986572265625","3.1204986572265625","3.1204986572265625","3.3644027709960938","3.3644027709960938","3.3644027709960938","2.2023887634277344","2.2023887634277344","2.2023887634277344","1.8217153549194336","1.8217153549194336","1.8217153549194336","2.780689239501953","2.780689239501953","2.780689239501953","2.3056488037109375","2.3056488037109375","2.3056488037109375","2.6592063903808594","2.6592063903808594","2.6592063903808594","1.3006603717803955","1.3006603717803955","1.3006603717803955","0.8579328060150146","0.8579328060150146","0.8579328060150146"
"990","0.8247472047805786","0.8247472047805786","0.8247472047805786","3.3790283203125","3.3790283203125","3.3790283203125","2.9487762451171875","2.9487762451171875","2.9487762451171875","3.210113525390625","3.210113525390625","3.210113525390625","1.9004650115966797","1.9004650115966797","1.9004650115966797","2.1701526641845703","2.1701526641845703","2.1701526641845703","2.6116180419921875","2.6116180419921875","2.6116180419921875","2.3512439727783203","2.3512439727783203","2.3512439727783203","2.6290283203125","2.6290283203125","2.6290283203125","1.1623435020446777","1.1623435020446777","1.1623435020446777","0.8136102557182312","0.8136102557182312","0.8136102557182312"
"1000","1.1371577978134155","1.1371577978134155","1.1371577978134155","3.53314208984375","3.53314208984375","3.53314208984375","3.0534210205078125","3.0534210205078125","3.0534210205078125","3.2240753173828125","3.2240753173828125","3.2240753173828125","1.9436607360839844","1.9436607360839844","1.9436607360839844","2.0746679306030273","2.0746679306030273","2.0746679306030273","2.586254119873047","2.586254119873047","2.586254119873047","2.124835968017578","2.124835968017578","2.124835968017578","2.849529266357422","2.849529266357422","2.849529266357422","1.2912341356277466","1.2912341356277466","1.2912341356277466","0.9521231651306152","0.9521231651306152","0.9521231651306152"
"1010","0.8445976972579956","0.8445976972579956","0.8445976972579956","3.4473419189453125","3.4473419189453125","3.4473419189453125","2.9301528930664062","2.9301528930664062","2.9301528930664062","3.03863525390625","3.03863525390625","3.03863525390625","1.9959030151367188","1.9959030151367188","1.9959030151367188","1.75691556930542","1.75691556930542","1.75691556930542","2.5697059631347656","2.5697059631347656","2.5697059631347656","2.3427963256835938","2.3427963256835938","2.3427963256835938","2.4698715209960938","2.4698715209960938","2.4698715209960938","1.062720537185669","1.062720537185669","1.062720537185669","0.7469610571861267","0.7469610571861267","0.7469610571861267"
"1020","1.6631585359573364","1.6631585359573364","1.6631585359573364","3.4904937744140625","3.4904937744140625","3.4904937744140625","3.11651611328125","3.11651611328125","3.11651611328125","3.2283706665039062","3.2283706665039062","3.2283706665039062","2.003328323364258","2.003328323364258","2.003328323364258","1.9048833847045898","1.9048833847045898","1.9048833847045898","2.390941619873047","2.390941619873047","2.390941619873047","1.96771240234375","1.96771240234375","1.96771240234375","2.6530981063842773","2.6530981063842773","2.6530981063842773","1.0187857151031494","1.0187857151031494","1.0187857151031494","0.8032797574996948","0.8032797574996948","0.8032797574996948"
"1030","0.8344071507453918","0.8344071507453918","0.8344071507453918","3.457763671875","3.457763671875","3.457763671875","2.9493560791015625","2.9493560791015625","2.9493560791015625","3.20709228515625","3.20709228515625","3.20709228515625","1.9044389724731445","1.9044389724731445","1.9044389724731445","2.1781005859375","2.1781005859375","2.1781005859375","2.662921905517578","2.662921905517578","2.662921905517578","1.9971837997436523","1.9971837997436523","1.9971837997436523","1.9953079223632812","1.9953079223632812","1.9953079223632812","0.8556479215621948","0.8556479215621948","0.8556479215621948","0.7999029755592346","0.7999029755592346","0.7999029755592346"
"1040","1.1585934162139893","1.1585934162139893","1.1585934162139893","3.2444992065429688","3.2444992065429688","3.2444992065429688","3.0459136962890625","3.0459136962890625","3.0459136962890625","2.9930496215820312","2.9930496215820312","2.9930496215820312","2.3240737915039062","2.3240737915039062","2.3240737915039062","1.8727071285247803","1.8727071285247803","1.8727071285247803","2.2944717407226562","2.2944717407226562","2.2944717407226562","2.1794967651367188","2.1794967651367188","2.1794967651367188","2.5741920471191406","2.5741920471191406","2.5741920471191406","1.0770008563995361","1.0770008563995361","1.0770008563995361","0.7063755393028259","0.7063755393028259","0.7063755393028259"
"1050","0.8487812876701355","0.8487812876701355","0.8487812876701355","3.398956298828125","3.398956298828125","3.398956298828125","2.833282470703125","2.833282470703125","2.833282470703125","3.229949951171875","3.229949951171875","3.229949951171875","1.79840087890625","1.79840087890625","1.79840087890625","1.857560634613037","1.857560634613037","1.857560634613037","2.4866943359375","2.4866943359375","2.4866943359375","2.0986413955688477","2.0986413955688477","2.0986413955688477","2.018798828125","2.018798828125","2.018798828125","1.1213064193725586","1.1213064193725586","1.1213064193725586","0.8505291938781738","0.8505291938781738","0.8505291938781738"
"1060","0.8872637748718262","0.8872637748718262","0.8872637748718262","3.5641632080078125","3.5641632080078125","3.5641632080078125","2.919525146484375","2.919525146484375","2.919525146484375","2.9520797729492188","2.9520797729492188","2.9520797729492188","2.092808723449707","2.092808723449707","2.092808723449707","1.8808443546295166","1.8808443546295166","1.8808443546295166","2.4220733642578125","2.4220733642578125","2.4220733642578125","2.2030773162841797","2.2030773162841797","2.2030773162841797","2.416332244873047","2.416332244873047","2.416332244873047","1.0182511806488037","1.0182511806488037","1.0182511806488037","0.9066582918167114","0.9066582918167114","0.9066582918167114"
"1070","0.8992468118667603","0.8992468118667603","0.8992468118667603","3.4125213623046875","3.4125213623046875","3.4125213623046875","3.110260009765625","3.110260009765625","3.110260009765625","2.986705780029297","2.986705780029297","2.986705780029297","2.2822837829589844","2.2822837829589844","2.2822837829589844","1.7639312744140625","1.7639312744140625","1.7639312744140625","2.6179237365722656","2.6179237365722656","2.6179237365722656","2.3479385375976562","2.3479385375976562","2.3479385375976562","2.305021286010742","2.305021286010742","2.305021286010742","1.0653095245361328","1.0653095245361328","1.0653095245361328","0.8949994444847107","0.8949994444847107","0.8949994444847107"
"1080","1.0128238201141357","1.0128238201141357","1.0128238201141357","3.29327392578125","3.29327392578125","3.29327392578125","2.9152679443359375","2.9152679443359375","2.9152679443359375","3.1096115112304688","3.1096115112304688","3.1096115112304688","1.7653675079345703","1.7653675079345703","1.7653675079345703","1.7548656463623047","1.7548656463623047","1.7548656463623047","2.3756484985351562","2.3756484985351562","2.3756484985351562","2.3452987670898438","2.3452987670898438","2.3452987670898438","2.282032012939453","2.282032012939453","2.282032012939453","1.2457635402679443","1.2457635402679443","1.2457635402679443","0.6505184173583984","0.6505184173583984","0.6505184173583984"
"1090","1.2525628805160522","1.2525628805160522","1.2525628805160522","3.313690185546875","3.313690185546875","3.313690185546875","3.0058135986328125","3.0058135986328125","3.0058135986328125","3.3178634643554688","3.3178634643554688","3.3178634643554688","2.021322250366211","2.021322250366211","2.021322250366211","1.843956470489502","1.843956470489502","1.843956470489502","2.6255340576171875","2.6255340576171875","2.6255340576171875","2.1666431427001953","2.1666431427001953","2.1666431427001953","2.2179794311523438","2.2179794311523438","2.2179794311523438","1.2213715314865112","1.2213715314865112","1.2213715314865112","0.7569200396537781","0.7569200396537781","0.7569200396537781"
"1100","1.0815238952636719","1.0815238952636719","1.0815238952636719","3.39532470703125","3.39532470703125","3.39532470703125","2.7511749267578125","2.7511749267578125","2.7511749267578125","3.0708160400390625","3.0708160400390625","3.0708160400390625","2.4185991287231445","2.4185991287231445","2.4185991287231445","1.7243748903274536","1.7243748903274536","1.7243748903274536","2.632061004638672","2.632061004638672","2.632061004638672","2.2046375274658203","2.2046375274658203","2.2046375274658203","2.3866920471191406","2.3866920471191406","2.3866920471191406","1.1892155408859253","1.1892155408859253","1.1892155408859253","0.8396477699279785","0.8396477699279785","0.8396477699279785"
"1110","0.9850283861160278","0.9850283861160278","0.9850283861160278","3.363189697265625","3.363189697265625","3.363189697265625","2.8056640625","2.8056640625","2.8056640625","3.2217178344726562","3.2217178344726562","3.2217178344726562","2.063558578491211","2.063558578491211","2.063558578491211","2.1710622310638428","2.1710622310638428","2.1710622310638428","2.1922359466552734","2.1922359466552734","2.1922359466552734","2.134939193725586","2.134939193725586","2.134939193725586","2.3015365600585938","2.3015365600585938","2.3015365600585938","0.8933346271514893","0.8933346271514893","0.8933346271514893","0.6599668264389038","0.6599668264389038","0.6599668264389038"
"1120","0.6678047776222229","0.6678047776222229","0.6678047776222229","3.264801025390625","3.264801025390625","3.264801025390625","2.9381332397460938","2.9381332397460938","2.9381332397460938","2.9754638671875","2.9754638671875","2.9754638671875","2.0011234283447266","2.0011234283447266","2.0011234283447266","1.8319034576416016","1.8319034576416016","1.8319034576416016","2.560901641845703","2.560901641845703","2.560901641845703","1.9102506637573242","1.9102506637573242","1.9102506637573242","2.182554244995117","2.182554244995117","2.182554244995117","1.1014922857284546","1.1014922857284546","1.1014922857284546","0.7135129570960999","0.7135129570960999","0.7135129570960999"
"1130","1.0006234645843506","1.0006234645843506","1.0006234645843506","3.47698974609375","3.47698974609375","3.47698974609375","3.0739898681640625","3.0739898681640625","3.0739898681640625","2.8973922729492188","2.8973922729492188","2.8973922729492188","2.0694103240966797","2.0694103240966797","2.0694103240966797","1.5958738327026367","1.5958738327026367","1.5958738327026367","2.740772247314453","2.740772247314453","2.740772247314453","1.8689165115356445","1.8689165115356445","1.8689165115356445","2.307772636413574","2.307772636413574","2.307772636413574","1.2014968395233154","1.2014968395233154","1.2014968395233154","0.8026286959648132","0.8026286959648132","0.8026286959648132"
"1140","0.8818550109863281","0.8818550109863281","0.8818550109863281","3.514404296875","3.514404296875","3.514404296875","3.0707321166992188","3.0707321166992188","3.0707321166992188","3.197235107421875","3.197235107421875","3.197235107421875","1.9364356994628906","1.9364356994628906","1.9364356994628906","1.6777263879776","1.6777263879776","1.6777263879776","2.5461177825927734","2.5461177825927734","2.5461177825927734","2.241610527038574","2.241610527038574","2.241610527038574","2.4010393619537354","2.4010393619537354","2.4010393619537354","0.8105261921882629","0.8105261921882629","0.8105261921882629","0.7263209819793701","0.7263209819793701","0.7263209819793701"
"1150","1.0190503597259521","1.0190503597259521","1.0190503597259521","3.381195068359375","3.381195068359375","3.381195068359375","2.8590316772460938","2.8590316772460938","2.8590316772460938","3.1261215209960938","3.1261215209960938","3.1261215209960938","2.176025390625","2.176025390625","2.176025390625","1.500223159790039","1.500223159790039","1.500223159790039","2.5200958251953125","2.5200958251953125","2.5200958251953125","1.9634075164794922","1.9634075164794922","1.9634075164794922","1.9691028594970703","1.9691028594970703","1.9691028594970703","0.8818753957748413","0.8818753957748413","0.8818753957748413","0.6959624290466309","0.6959624290466309","0.6959624290466309"
"1160","0.727502703666687","0.727502703666687","0.727502703666687","3.4197824001312256","3.4197824001312256","3.4197824001312256","2.873325824737549","2.873325824737549","2.873325824737549","3.122767925262451","3.122767925262451","3.122767925262451","1.8265904188156128","1.8265904188156128","1.8265904188156128","2.466262102127075","2.466262102127075","2.466262102127075","2.285667896270752","2.285667896270752","2.285667896270752","1.5101724863052368","1.5101724863052368","1.5101724863052368","1.9912923574447632","1.9912923574447632","1.9912923574447632","1.0401206016540527","1.0401206016540527","1.0401206016540527","0.8375386595726013","0.8375386595726013","0.8375386595726013"
"1170","0.5226414799690247","0.5226414799690247","0.5226414799690247","3.3227615356445312","3.3227615356445312","3.3227615356445312","3.0929107666015625","3.0929107666015625","3.0929107666015625","3.1630477905273438","3.1630477905273438","3.1630477905273438","1.992197036743164","1.992197036743164","1.992197036743164","1.9596936702728271","1.9596936702728271","1.9596936702728271","2.2036209106445312","2.2036209106445312","2.2036209106445312","2.032320022583008","2.032320022583008","2.032320022583008","1.970449447631836","1.970449447631836","1.970449447631836","0.7798499464988708","0.7798499464988708","0.7798499464988708","0.721780002117157","0.721780002117157","0.721780002117157"
