"Step","B2-NoAugmentation_run - train_loss_step","B2-NoAugmentation_run - train_loss_step__MIN","B2-NoAugmentation_run - train_loss_step__MAX","B2-MaxPool_run - train_loss_step","B2-MaxPool_run - train_loss_step__MIN","B2-MaxPool_run - train_loss_step__MAX","B2-LowLR_run - train_loss_step","B2-LowLR_run - train_loss_step__MIN","B2-LowLR_run - train_loss_step__MAX","B2-HighLR_run - train_loss_step","B2-HighLR_run - train_loss_step__MIN","B2-HighLR_run - train_loss_step__MAX","B2-No-BatchNorm_run - train_loss_step","B2-No-BatchNorm_run - train_loss_step__MIN","B2-No-BatchNorm_run - train_loss_step__MAX","B2-No-DropConnect_run - train_loss_step","B2-No-DropConnect_run - train_loss_step__MIN","B2-No-DropConnect_run - train_loss_step__MAX","B2-No-Swish_run - train_loss_step","B2-No-Swish_run - train_loss_step__MIN","B2-No-Swish_run - train_loss_step__MAX","B2-No-SE_run - train_loss_step","B2-No-SE_run - train_loss_step__MIN","B2-No-SE_run - train_loss_step__MAX","EfficientNet-B2_run - train_loss_step","EfficientNet-B2_run - train_loss_step__MIN","EfficientNet-B2_run - train_loss_step__MAX","EfficientNet-B1_run - train_loss_step","EfficientNet-B1_run - train_loss_step__MIN","EfficientNet-B1_run - train_loss_step__MAX","EfficientNet-B0_run - train_loss_step","EfficientNet-B0_run - train_loss_step__MIN","EfficientNet-B0_run - train_loss_step__MAX"
"110","3.2973785400390625","3.2973785400390625","3.2973785400390625","3.7523193359375","3.7523193359375","3.7523193359375","3.635040283203125","3.635040283203125","3.635040283203125","3.5995635986328125","3.5995635986328125","3.5995635986328125","3.57568359375","3.57568359375","3.57568359375","3.379486083984375","3.379486083984375","3.379486083984375","3.5688323974609375","3.5688323974609375","3.5688323974609375","3.47735595703125","3.47735595703125","3.47735595703125","3.466400146484375","3.466400146484375","3.466400146484375","3.3575973510742188","3.3575973510742188","3.3575973510742188","3.3328933715820312","3.3328933715820312","3.3328933715820312"
"120","3.4622802734375","3.4622802734375","3.4622802734375","4.250640869140625","4.250640869140625","4.250640869140625","3.621856689453125","3.621856689453125","3.621856689453125","3.63995361328125","3.63995361328125","3.63995361328125","3.449127197265625","3.449127197265625","3.449127197265625","3.4656982421875","3.4656982421875","3.4656982421875","3.422607421875","3.422607421875","3.422607421875","3.481903076171875","3.481903076171875","3.481903076171875","3.66705322265625","3.66705322265625","3.66705322265625","3.2928619384765625","3.2928619384765625","3.2928619384765625","3.36566162109375","3.36566162109375","3.36566162109375"
"130","3.2504425048828125","3.2504425048828125","3.2504425048828125","3.5494384765625","3.5494384765625","3.5494384765625","3.61273193359375","3.61273193359375","3.61273193359375","3.630279541015625","3.630279541015625","3.630279541015625","3.563873291015625","3.563873291015625","3.563873291015625","3.320068359375","3.320068359375","3.320068359375","3.43353271484375","3.43353271484375","3.43353271484375","3.402923583984375","3.402923583984375","3.402923583984375","3.3831024169921875","3.3831024169921875","3.3831024169921875","3.2530593872070312","3.2530593872070312","3.2530593872070312","3.24468994140625","3.24468994140625","3.24468994140625"
"140","3.2274169921875","3.2274169921875","3.2274169921875","3.72662353515625","3.72662353515625","3.72662353515625","3.5906982421875","3.5906982421875","3.5906982421875","3.589508056640625","3.589508056640625","3.589508056640625","3.4542083740234375","3.4542083740234375","3.4542083740234375","3.3719482421875","3.3719482421875","3.3719482421875","3.57379150390625","3.57379150390625","3.57379150390625","3.4257965087890625","3.4257965087890625","3.4257965087890625","3.54852294921875","3.54852294921875","3.54852294921875","3.235870361328125","3.235870361328125","3.235870361328125","3.1537132263183594","3.1537132263183594","3.1537132263183594"
"150","3.2313385009765625","3.2313385009765625","3.2313385009765625","4.070770263671875","4.070770263671875","4.070770263671875","3.565673828125","3.565673828125","3.565673828125","3.671295166015625","3.671295166015625","3.671295166015625","3.46624755859375","3.46624755859375","3.46624755859375","3.4690399169921875","3.4690399169921875","3.4690399169921875","3.5268707275390625","3.5268707275390625","3.5268707275390625","3.436309814453125","3.436309814453125","3.436309814453125","3.4132232666015625","3.4132232666015625","3.4132232666015625","3.082324981689453","3.082324981689453","3.082324981689453","3.0744094848632812","3.0744094848632812","3.0744094848632812"
"160","3.471405029296875","3.471405029296875","3.471405029296875","3.556793212890625","3.556793212890625","3.556793212890625","3.6402587890625","3.6402587890625","3.6402587890625","3.617584228515625","3.617584228515625","3.617584228515625","3.3832244873046875","3.3832244873046875","3.3832244873046875","3.32012939453125","3.32012939453125","3.32012939453125","3.470001220703125","3.470001220703125","3.470001220703125","3.517333984375","3.517333984375","3.517333984375","3.61614990234375","3.61614990234375","3.61614990234375","3.27935791015625","3.27935791015625","3.27935791015625","3.218170166015625","3.218170166015625","3.218170166015625"
"170","3.3642578125","3.3642578125","3.3642578125","3.607696533203125","3.607696533203125","3.607696533203125","3.58807373046875","3.58807373046875","3.58807373046875","3.57537841796875","3.57537841796875","3.57537841796875","3.4959259033203125","3.4959259033203125","3.4959259033203125","3.2555694580078125","3.2555694580078125","3.2555694580078125","3.522064208984375","3.522064208984375","3.522064208984375","3.3926239013671875","3.3926239013671875","3.3926239013671875","3.427093505859375","3.427093505859375","3.427093505859375","3.211029052734375","3.211029052734375","3.211029052734375","2.997821807861328","2.997821807861328","2.997821807861328"
"180","3.159759521484375","3.159759521484375","3.159759521484375","3.747802734375","3.747802734375","3.747802734375","3.5408935546875","3.5408935546875","3.5408935546875","3.577117919921875","3.577117919921875","3.577117919921875","3.5466766357421875","3.5466766357421875","3.5466766357421875","3.4318084716796875","3.4318084716796875","3.4318084716796875","3.41766357421875","3.41766357421875","3.41766357421875","3.34857177734375","3.34857177734375","3.34857177734375","3.50439453125","3.50439453125","3.50439453125","3.2577896118164062","3.2577896118164062","3.2577896118164062","3.0035400390625","3.0035400390625","3.0035400390625"
"190","3.044189453125","3.044189453125","3.044189453125","3.558074951171875","3.558074951171875","3.558074951171875","3.562225341796875","3.562225341796875","3.562225341796875","3.602630615234375","3.602630615234375","3.602630615234375","3.4903106689453125","3.4903106689453125","3.4903106689453125","3.086700439453125","3.086700439453125","3.086700439453125","3.419097900390625","3.419097900390625","3.419097900390625","3.5573348999023438","3.5573348999023438","3.5573348999023438","3.3648452758789062","3.3648452758789062","3.3648452758789062","3.0223541259765625","3.0223541259765625","3.0223541259765625","2.9537429809570312","2.9537429809570312","2.9537429809570312"
"200","3.1395416259765625","3.1395416259765625","3.1395416259765625","3.498321533203125","3.498321533203125","3.498321533203125","3.6002197265625","3.6002197265625","3.6002197265625","3.688385009765625","3.688385009765625","3.688385009765625","3.469696044921875","3.469696044921875","3.469696044921875","3.432525634765625","3.432525634765625","3.432525634765625","3.400421142578125","3.400421142578125","3.400421142578125","3.483978271484375","3.483978271484375","3.483978271484375","3.3762054443359375","3.3762054443359375","3.3762054443359375","3.149078369140625","3.149078369140625","3.149078369140625","3.0931320190429688","3.0931320190429688","3.0931320190429688"
"210","3.2049102783203125","3.2049102783203125","3.2049102783203125","3.791595458984375","3.791595458984375","3.791595458984375","3.518890380859375","3.518890380859375","3.518890380859375","3.69207763671875","3.69207763671875","3.69207763671875","3.40936279296875","3.40936279296875","3.40936279296875","3.2970733642578125","3.2970733642578125","3.2970733642578125","3.4329833984375","3.4329833984375","3.4329833984375","3.3770904541015625","3.3770904541015625","3.3770904541015625","3.3765106201171875","3.3765106201171875","3.3765106201171875","3.0575790405273438","3.0575790405273438","3.0575790405273438","2.906839370727539","2.906839370727539","2.906839370727539"
"220","3.2826385498046875","3.2826385498046875","3.2826385498046875","3.860687255859375","3.860687255859375","3.860687255859375","3.540618896484375","3.540618896484375","3.540618896484375","3.51171875","3.51171875","3.51171875","3.5133209228515625","3.5133209228515625","3.5133209228515625","3.35662841796875","3.35662841796875","3.35662841796875","3.3762969970703125","3.3762969970703125","3.3762969970703125","3.3893280029296875","3.3893280029296875","3.3893280029296875","3.3687896728515625","3.3687896728515625","3.3687896728515625","3.1434669494628906","3.1434669494628906","3.1434669494628906","2.9076156616210938","2.9076156616210938","2.9076156616210938"
"230","3.1090240478515625","3.1090240478515625","3.1090240478515625","4.0721893310546875","4.0721893310546875","4.0721893310546875","3.55804443359375","3.55804443359375","3.55804443359375","3.5161285400390625","3.5161285400390625","3.5161285400390625","3.407073974609375","3.407073974609375","3.407073974609375","3.199493408203125","3.199493408203125","3.199493408203125","3.3850555419921875","3.3850555419921875","3.3850555419921875","3.492523193359375","3.492523193359375","3.492523193359375","3.29876708984375","3.29876708984375","3.29876708984375","3.1900482177734375","3.1900482177734375","3.1900482177734375","2.913311004638672","2.913311004638672","2.913311004638672"
"240","3.0238494873046875","3.0238494873046875","3.0238494873046875","3.667816162109375","3.667816162109375","3.667816162109375","3.482940673828125","3.482940673828125","3.482940673828125","3.6099853515625","3.6099853515625","3.6099853515625","3.2774658203125","3.2774658203125","3.2774658203125","3.4188690185546875","3.4188690185546875","3.4188690185546875","3.3880157470703125","3.3880157470703125","3.3880157470703125","3.20306396484375","3.20306396484375","3.20306396484375","3.3594970703125","3.3594970703125","3.3594970703125","3.0402603149414062","3.0402603149414062","3.0402603149414062","2.961467742919922","2.961467742919922","2.961467742919922"
"250","3.0581817626953125","3.0581817626953125","3.0581817626953125","3.833892822265625","3.833892822265625","3.833892822265625","3.44696044921875","3.44696044921875","3.44696044921875","3.6080322265625","3.6080322265625","3.6080322265625","3.32452392578125","3.32452392578125","3.32452392578125","3.1819534301757812","3.1819534301757812","3.1819534301757812","3.353973388671875","3.353973388671875","3.353973388671875","3.129852294921875","3.129852294921875","3.129852294921875","3.3409423828125","3.3409423828125","3.3409423828125","2.9722671508789062","2.9722671508789062","2.9722671508789062","2.944744110107422","2.944744110107422","2.944744110107422"
"260","3.2079010009765625","3.2079010009765625","3.2079010009765625","3.642730712890625","3.642730712890625","3.642730712890625","3.5855712890625","3.5855712890625","3.5855712890625","3.594970703125","3.594970703125","3.594970703125","3.304229736328125","3.304229736328125","3.304229736328125","3.18634033203125","3.18634033203125","3.18634033203125","3.4429931640625","3.4429931640625","3.4429931640625","3.2946929931640625","3.2946929931640625","3.2946929931640625","3.34893798828125","3.34893798828125","3.34893798828125","3.1171722412109375","3.1171722412109375","3.1171722412109375","2.8503036499023438","2.8503036499023438","2.8503036499023438"
"270","2.9321365356445312","2.9321365356445312","2.9321365356445312","3.386962890625","3.386962890625","3.386962890625","3.404388427734375","3.404388427734375","3.404388427734375","3.594146728515625","3.594146728515625","3.594146728515625","3.38458251953125","3.38458251953125","3.38458251953125","3.2339935302734375","3.2339935302734375","3.2339935302734375","3.38916015625","3.38916015625","3.38916015625","3.0841827392578125","3.0841827392578125","3.0841827392578125","3.2632904052734375","3.2632904052734375","3.2632904052734375","2.9852447509765625","2.9852447509765625","2.9852447509765625","2.9084815979003906","2.9084815979003906","2.9084815979003906"
"280","2.937652587890625","2.937652587890625","2.937652587890625","3.622100830078125","3.622100830078125","3.622100830078125","3.50445556640625","3.50445556640625","3.50445556640625","3.5182571411132812","3.5182571411132812","3.5182571411132812","3.315643310546875","3.315643310546875","3.315643310546875","3.105133056640625","3.105133056640625","3.105133056640625","3.27557373046875","3.27557373046875","3.27557373046875","3.3592987060546875","3.3592987060546875","3.3592987060546875","3.214385986328125","3.214385986328125","3.214385986328125","3.1653518676757812","3.1653518676757812","3.1653518676757812","2.7249069213867188","2.7249069213867188","2.7249069213867188"
"290","2.9448940753936768","2.9448940753936768","2.9448940753936768","3.637741804122925","3.637741804122925","3.637741804122925","3.5238094329833984","3.5238094329833984","3.5238094329833984","3.4609375","3.4609375","3.4609375","3.1390902996063232","3.1390902996063232","3.1390902996063232","3.3826730251312256","3.3826730251312256","3.3826730251312256","3.5931918621063232","3.5931918621063232","3.5931918621063232","3.1713168621063232","3.1713168621063232","3.1713168621063232","3.135509729385376","3.135509729385376","3.135509729385376","2.982433319091797","2.982433319091797","2.982433319091797","2.567379951477051","2.567379951477051","2.567379951477051"
"300","2.9949798583984375","2.9949798583984375","2.9949798583984375","3.3546104431152344","3.3546104431152344","3.3546104431152344","3.552581787109375","3.552581787109375","3.552581787109375","3.5208740234375","3.5208740234375","3.5208740234375","3.302978515625","3.302978515625","3.302978515625","3.2820205688476562","3.2820205688476562","3.2820205688476562","3.3580780029296875","3.3580780029296875","3.3580780029296875","3.25653076171875","3.25653076171875","3.25653076171875","3.3893661499023438","3.3893661499023438","3.3893661499023438","2.881317138671875","2.881317138671875","2.881317138671875","2.5786705017089844","2.5786705017089844","2.5786705017089844"
"310","2.986053466796875","2.986053466796875","2.986053466796875","3.748687744140625","3.748687744140625","3.748687744140625","3.53533935546875","3.53533935546875","3.53533935546875","3.593292236328125","3.593292236328125","3.593292236328125","3.235595703125","3.235595703125","3.235595703125","3.129892349243164","3.129892349243164","3.129892349243164","3.297454833984375","3.297454833984375","3.297454833984375","3.3993072509765625","3.3993072509765625","3.3993072509765625","3.340423583984375","3.340423583984375","3.340423583984375","2.866107940673828","2.866107940673828","2.866107940673828","2.4674530029296875","2.4674530029296875","2.4674530029296875"
"320","3.0234222412109375","3.0234222412109375","3.0234222412109375","3.74407958984375","3.74407958984375","3.74407958984375","3.5205841064453125","3.5205841064453125","3.5205841064453125","3.57501220703125","3.57501220703125","3.57501220703125","3.2285003662109375","3.2285003662109375","3.2285003662109375","3.1276702880859375","3.1276702880859375","3.1276702880859375","3.3048553466796875","3.3048553466796875","3.3048553466796875","2.9922714233398438","2.9922714233398438","2.9922714233398438","3.3645782470703125","3.3645782470703125","3.3645782470703125","2.8731651306152344","2.8731651306152344","2.8731651306152344","2.697111129760742","2.697111129760742","2.697111129760742"
"330","2.9102401733398438","2.9102401733398438","2.9102401733398438","3.42828369140625","3.42828369140625","3.42828369140625","3.5200958251953125","3.5200958251953125","3.5200958251953125","3.61419677734375","3.61419677734375","3.61419677734375","3.21173095703125","3.21173095703125","3.21173095703125","2.9746932983398438","2.9746932983398438","2.9746932983398438","3.404144287109375","3.404144287109375","3.404144287109375","3.1124420166015625","3.1124420166015625","3.1124420166015625","3.1859512329101562","3.1859512329101562","3.1859512329101562","2.911846160888672","2.911846160888672","2.911846160888672","2.5049362182617188","2.5049362182617188","2.5049362182617188"
"340","3.241424560546875","3.241424560546875","3.241424560546875","3.48895263671875","3.48895263671875","3.48895263671875","3.6060943603515625","3.6060943603515625","3.6060943603515625","3.5875091552734375","3.5875091552734375","3.5875091552734375","3.1321563720703125","3.1321563720703125","3.1321563720703125","3.0291748046875","3.0291748046875","3.0291748046875","3.1770172119140625","3.1770172119140625","3.1770172119140625","2.96307373046875","2.96307373046875","2.96307373046875","3.3795928955078125","3.3795928955078125","3.3795928955078125","2.837718963623047","2.837718963623047","2.837718963623047","2.539905548095703","2.539905548095703","2.539905548095703"
"350","2.693267822265625","2.693267822265625","2.693267822265625","3.688720703125","3.688720703125","3.688720703125","3.390533447265625","3.390533447265625","3.390533447265625","3.579559326171875","3.579559326171875","3.579559326171875","3.2218017578125","3.2218017578125","3.2218017578125","3.0831298828125","3.0831298828125","3.0831298828125","3.35882568359375","3.35882568359375","3.35882568359375","3.0890960693359375","3.0890960693359375","3.0890960693359375","3.0487213134765625","3.0487213134765625","3.0487213134765625","2.8609542846679688","2.8609542846679688","2.8609542846679688","2.602705955505371","2.602705955505371","2.602705955505371"
"360","2.7816162109375","2.7816162109375","2.7816162109375","3.42974853515625","3.42974853515625","3.42974853515625","3.4413909912109375","3.4413909912109375","3.4413909912109375","3.512664794921875","3.512664794921875","3.512664794921875","3.4026565551757812","3.4026565551757812","3.4026565551757812","3.0399627685546875","3.0399627685546875","3.0399627685546875","3.15545654296875","3.15545654296875","3.15545654296875","3.2037277221679688","3.2037277221679688","3.2037277221679688","3.21484375","3.21484375","3.21484375","2.7892074584960938","2.7892074584960938","2.7892074584960938","2.600290298461914","2.600290298461914","2.600290298461914"
"370","2.869964599609375","2.869964599609375","2.869964599609375","3.609588623046875","3.609588623046875","3.609588623046875","3.5242919921875","3.5242919921875","3.5242919921875","3.620391845703125","3.620391845703125","3.620391845703125","3.3410186767578125","3.3410186767578125","3.3410186767578125","2.7744293212890625","2.7744293212890625","2.7744293212890625","3.361907958984375","3.361907958984375","3.361907958984375","3.1899566650390625","3.1899566650390625","3.1899566650390625","3.0859222412109375","3.0859222412109375","3.0859222412109375","2.8673553466796875","2.8673553466796875","2.8673553466796875","2.5383100509643555","2.5383100509643555","2.5383100509643555"
"380","2.966827392578125","2.966827392578125","2.966827392578125","3.513397216796875","3.513397216796875","3.513397216796875","3.4769287109375","3.4769287109375","3.4769287109375","3.4889678955078125","3.4889678955078125","3.4889678955078125","3.1439208984375","3.1439208984375","3.1439208984375","2.9542007446289062","2.9542007446289062","2.9542007446289062","3.2147979736328125","3.2147979736328125","3.2147979736328125","3.2338714599609375","3.2338714599609375","3.2338714599609375","3.371063232421875","3.371063232421875","3.371063232421875","2.7414627075195312","2.7414627075195312","2.7414627075195312","2.090874671936035","2.090874671936035","2.090874671936035"
"390","2.8299636840820312","2.8299636840820312","2.8299636840820312","3.61322021484375","3.61322021484375","3.61322021484375","3.4906005859375","3.4906005859375","3.4906005859375","3.4020843505859375","3.4020843505859375","3.4020843505859375","3.107452392578125","3.107452392578125","3.107452392578125","3.1040115356445312","3.1040115356445312","3.1040115356445312","3.084869384765625","3.084869384765625","3.084869384765625","2.965789794921875","2.965789794921875","2.965789794921875","3.2602996826171875","3.2602996826171875","3.2602996826171875","2.7494544982910156","2.7494544982910156","2.7494544982910156","2.450075149536133","2.450075149536133","2.450075149536133"
"400","2.9528121948242188","2.9528121948242188","2.9528121948242188","3.745086669921875","3.745086669921875","3.745086669921875","3.493621826171875","3.493621826171875","3.493621826171875","3.4827728271484375","3.4827728271484375","3.4827728271484375","3.317169189453125","3.317169189453125","3.317169189453125","3.0098648071289062","3.0098648071289062","3.0098648071289062","2.9361114501953125","2.9361114501953125","2.9361114501953125","3.0244979858398438","3.0244979858398438","3.0244979858398438","3.184356689453125","3.184356689453125","3.184356689453125","2.7484073638916016","2.7484073638916016","2.7484073638916016","2.3504128456115723","2.3504128456115723","2.3504128456115723"
"410","2.5885467529296875","2.5885467529296875","2.5885467529296875","3.477813720703125","3.477813720703125","3.477813720703125","3.391845703125","3.391845703125","3.391845703125","3.6983642578125","3.6983642578125","3.6983642578125","3.177642822265625","3.177642822265625","3.177642822265625","2.86798095703125","2.86798095703125","2.86798095703125","3.284271240234375","3.284271240234375","3.284271240234375","3.0898284912109375","3.0898284912109375","3.0898284912109375","3.1144256591796875","3.1144256591796875","3.1144256591796875","2.7001190185546875","2.7001190185546875","2.7001190185546875","2.3286123275756836","2.3286123275756836","2.3286123275756836"
"420","2.7928237915039062","2.7928237915039062","2.7928237915039062","3.64984130859375","3.64984130859375","3.64984130859375","3.39007568359375","3.39007568359375","3.39007568359375","3.40484619140625","3.40484619140625","3.40484619140625","3.122039794921875","3.122039794921875","3.122039794921875","2.9801559448242188","2.9801559448242188","2.9801559448242188","3.00201416015625","3.00201416015625","3.00201416015625","3.1406097412109375","3.1406097412109375","3.1406097412109375","3.2904205322265625","3.2904205322265625","3.2904205322265625","2.6651077270507812","2.6651077270507812","2.6651077270507812","2.3773233890533447","2.3773233890533447","2.3773233890533447"
"430","2.4454193115234375","2.4454193115234375","2.4454193115234375","3.784454345703125","3.784454345703125","3.784454345703125","3.55548095703125","3.55548095703125","3.55548095703125","3.420928955078125","3.420928955078125","3.420928955078125","2.9614410400390625","2.9614410400390625","2.9614410400390625","2.9609375","2.9609375","2.9609375","3.0786209106445312","3.0786209106445312","3.0786209106445312","3.0971527099609375","3.0971527099609375","3.0971527099609375","3.1092758178710938","3.1092758178710938","3.1092758178710938","2.7630767822265625","2.7630767822265625","2.7630767822265625","2.2356314659118652","2.2356314659118652","2.2356314659118652"
"440","2.3859939575195312","2.3859939575195312","2.3859939575195312","3.597930908203125","3.597930908203125","3.597930908203125","3.2829132080078125","3.2829132080078125","3.2829132080078125","3.541229248046875","3.541229248046875","3.541229248046875","3.1985015869140625","3.1985015869140625","3.1985015869140625","3.105712890625","3.105712890625","3.105712890625","3.286529541015625","3.286529541015625","3.286529541015625","3.15802001953125","3.15802001953125","3.15802001953125","3.0389328002929688","3.0389328002929688","3.0389328002929688","2.6762027740478516","2.6762027740478516","2.6762027740478516","2.189046859741211","2.189046859741211","2.189046859741211"
"450","2.616626739501953","2.616626739501953","2.616626739501953","3.554901123046875","3.554901123046875","3.554901123046875","3.4558563232421875","3.4558563232421875","3.4558563232421875","3.3807296752929688","3.3807296752929688","3.3807296752929688","3.2757110595703125","3.2757110595703125","3.2757110595703125","2.8541030883789062","2.8541030883789062","2.8541030883789062","3.122589111328125","3.122589111328125","3.122589111328125","3.02191162109375","3.02191162109375","3.02191162109375","3.1229248046875","3.1229248046875","3.1229248046875","2.5880565643310547","2.5880565643310547","2.5880565643310547","2.1308536529541016","2.1308536529541016","2.1308536529541016"
